id,finished,consent,country,country_analysis,aware_open_research,aware_study_preregistration,aware_registered_reports,aware_open_materials,aware_open_data,aware_open_code,aware_preprints,aware_open_peer_review,aware_open_access_publication,aware_replication_studies,aware_research_co_production,used_open_research,used_study_preregistration,used_registered_reports,used_open_materials,used_open_data,used_open_code,used_preprints,used_open_peer_review,used_open_access_publication,used_replication_studies,used_research_co_production
P950,TRUE,Yes,Finland,Finland,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've used this,I've used this,I've used this,I've used this,I've used this,Not applicable to my research,I've used this,I've used this,I've used this,Not applicable to my research,I've used this
P951,TRUE,Yes,Norway,Norway,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've not used this,NA,NA,I've not used this,I've not used this,I've not used this,I've not used this,I've not used this,I've used this,I've not used this,I've used this
P952,TRUE,Yes,Finland,Finland,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've used this,I've used this,I've used this,I've used this,I've not used this,I've used this,I've used this,I've used this,I've used this,I've used this
P953,TRUE,Yes,Finland,Finland,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,NA,I've used this,I've not used this,I've not used this,I've used this,I've used this,Not applicable to my research,NA,NA,I've used this,I've used this,NA
P954,TRUE,Yes,Finland,Finland,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've used this,NA,NA,I've used this,I've used this,I've used this,I've not used this,I've not used this,I've used this,I've not used this,I've used this
P955,TRUE,Yes,Finland,Finland,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,NA,NA,NA,NA,NA,I've used this,I've used this,I've used this,NA,I've used this,I've not used this,NA,NA
P956,TRUE,Yes,Norway,Norway,NA,I'm aware of this,I'm aware of this,NA,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've used this,I've not used this,NA,I've not used this,NA,I've used this,I've used this,I've used this,I've used this,I've used this
P957,TRUE,Yes,Other (please type the name of the country in which your primary university/institution is based),Denmark,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've not used this,I've not used this
P958,TRUE,Yes,Finland,Finland,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've used this,I've not used this,I've not used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've not used this,NA
P959,TRUE,Yes,Finland,Finland,I'm aware of this,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've used this,NA,NA,NA,I've used this,I've used this,I've used this,I've used this,I've used this,I've not used this,NA
P960,TRUE,Yes,Sweden,Sweden,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've not used this,I've not used this,I've not used this,I've used this,I've used this,NA,I've not used this,I've not used this,I've used this,I've not used this,NA
P961,TRUE,Yes,Australia,Australia,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,NA,NA,I've used this,I've not used this,I've used this,I've not used this,I've used this,I've used this,I've used this,NA,NA
P962,TRUE,Yes,Australia,Australia,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've not used this,I've not used this,I've used this,Not applicable to my research,Not applicable to my research,Not applicable to my research,I've not used this,I've not used this,I've used this,I've not used this,I've not used this
P963,TRUE,Yes,Finland,Finland,I'm aware of this,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've used this,NA,NA,NA,I've used this,I've used this,I've not used this,I've not used this,I've used this,I've not used this,NA
P964,TRUE,Yes,Finland,Finland,NA,NA,NA,NA,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,NA,NA,NA,NA,I've used this,NA,I've used this,I've not used this,I've used this,NA,NA
P965,TRUE,Yes,Finland,Finland,NA,NA,NA,NA,NA,NA,I'm aware of this,NA,I'm aware of this,NA,NA,NA,NA,NA,NA,NA,NA,I've used this,NA,I've used this,NA,NA
P966,TRUE,Yes,Finland,Finland,I'm aware of this,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've not used this,NA,NA,NA,I've not used this,I've used this,I've used this,I've not used this,I've used this,I've not used this,NA
P967,TRUE,Yes,Australia,Australia,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've used this,I've used this,I've not used this,I've used this,I've used this,I've used this,I've used this,I've not used this,I've used this,I've not used this,NA
P968,TRUE,Yes,Australia,Australia,NA,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,NA,I've used this,NA,NA,I've not used this,I've not used this,I've used this,I've used this,I've used this,NA,I've used this
P969,TRUE,Yes,Finland,Finland,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've used this,I've not used this,NA,I've used this,I've used this,I've used this,I've used this,I've not used this,I've not used this,I've not used this,NA
P970,TRUE,Yes,Finland,Finland,I'm aware of this,NA,NA,NA,NA,I'm aware of this,I'm aware of this,NA,I'm aware of this,NA,NA,I've not used this,NA,NA,NA,NA,I've used this,I've used this,NA,I've used this,NA,NA
P971,TRUE,Yes,Finland,Finland,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've used this,I've not used this,NA,I've used this,I've used this,I've used this,I've used this,I've not used this,I've used this,I've not used this,NA
P972,TRUE,Yes,Finland,Finland,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I've not used this,NA,Not applicable to my research,I've used this,I've used this,I've used this,I've not used this,I've used this,I've used this,NA,I've used this
P973,TRUE,Yes,Finland,Finland,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,I'm aware of this,NA,I'm aware of this,I've used this,NA,NA,I've used this,I've used this,I've not used this,NA,NA,I've used this,NA,I've not used this
P974,TRUE,Yes,Norway,Norway,NA,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,NA,NA,NA,I've not used this,NA,NA,I've not used this,Not applicable to my research,I've not used this,NA,I've used this,NA,NA
P975,TRUE,Yes,Finland,Finland,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've used this,I've not used this,I've not used this,I've not used this,I've not used this,I've not used this,I've not used this,I've used this,I've used this,I've not used this,NA
P976,TRUE,Yes,Finland,Finland,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,NA,I'm aware of this,NA,NA,NA,I've not used this,I've used this,I've used this,I've used this,NA,I've used this,NA,I've used this
P977,TRUE,Yes,Finland,Finland,NA,NA,NA,NA,NA,NA,NA,NA,NA,I'm aware of this,I'm aware of this,NA,NA,NA,NA,NA,NA,NA,NA,NA,I've not used this,I've not used this
P978,TRUE,Yes,Finland,Finland,NA,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,NA,NA,NA,I've used this,Not applicable to my research,I've not used this,I've not used this,I've used this,I've not used this,NA
P979,TRUE,Yes,Norway,Norway,I'm aware of this,NA,NA,NA,I'm aware of this,NA,I'm aware of this,NA,I'm aware of this,NA,I'm aware of this,I've not used this,NA,NA,NA,I've not used this,NA,I've used this,NA,I've used this,NA,I've not used this
P980,TRUE,Yes,Finland,Finland,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,NA,I've not used this,I've not used this,I've not used this,I've used this,I've used this,I've not used this,I've used this,Not applicable to my research,NA
P981,TRUE,Yes,Australia,Australia,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've not used this
P982,TRUE,Yes,Finland,Finland,NA,I'm aware of this,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I've used this,NA,NA,NA,NA,NA,NA,NA,NA,NA
P983,TRUE,Yes,Australia,Australia,NA,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,NA,NA,NA,NA,I've used this,Not applicable to my research,I've used this,I've used this,I've used this,NA,I've used this
P984,TRUE,Yes,Australia,Australia,I'm aware of this,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've not used this,I've not used this,NA,NA,I've not used this,I've not used this,I've not used this,I've not used this,I've used this,I've not used this,NA
P985,TRUE,Yes,Norway,Norway,I'm aware of this,NA,NA,NA,NA,NA,NA,I'm aware of this,I'm aware of this,NA,NA,I've not used this,NA,NA,NA,NA,NA,NA,I've used this,I've used this,NA,NA
P986,TRUE,Yes,Norway,Norway,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I've not used this,NA,NA,Not applicable to my research,Not applicable to my research,Not applicable to my research,I've not used this,I've not used this,I've used this,NA,I've not used this
P988,TRUE,Yes,Other (please type the name of the country in which your primary university/institution is based),United States,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,I've used this,I've used this,Not applicable to my research,I've used this,Not applicable to my research,Not applicable to my research
P989,TRUE,Yes,Italy,Italy,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research
P990,TRUE,Yes,Italy,Italy,I'm aware of this,I'm aware of this,NA,I'm aware of this,NA,NA,I'm aware of this,NA,I'm aware of this,NA,NA,Not applicable to my research,I've not used this,NA,Not applicable to my research,NA,NA,I've used this,NA,I've used this,NA,NA
P991,TRUE,Yes,Italy,Italy,I'm aware of this,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I've not used this,I've not used this,NA,NA,I've used this,I've used this,I've used this,NA,I've used this,I've not used this,I've not used this
P992,TRUE,Yes,Italy,Italy,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,NA,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,NA,Not applicable to my research,Not applicable to my research,NA
P993,TRUE,Yes,Italy,Italy,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've used this,I've not used this,NA,I've used this,Not applicable to my research,I've used this,NA,I've used this,I've used this,I've not used this,NA
P994,TRUE,Yes,Italy,Italy,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,NA,Not applicable to my research,Not applicable to my research,Not applicable to my research,I've used this,I've not used this,I've not used this,I've used this,I've not used this,NA,NA,NA
